sentence	label	sentence-id
@COMPOUND$ has an antidepressant effect through blocking the @PROTEIN$.X	1	15787205-1
Our results demonstrate that the combination of denileukin diftitox and bexarotene is well tolerated and that even low doses (150 mg/day) of @COMPOUND$ are capable of in vivo upregulation of @PROTEIN$ expression on circulating leukemia cells.	1	15811959-7
In vitro studies demonstrated that the retinoid X receptor (RXR) retinoid, @COMPOUND$, at biologically relevant concentrations of 10(-6) M to 10(-8) M, upregulated both the @PROTEIN$ and p75 subunits of the IL-2R and enhanced 5- to 10-fold the susceptibility of T-cell leukemia cells to denileukin diftitox.X	1	15811959-2
In vitro studies demonstrated that the retinoid X receptor (RXR) retinoid, @COMPOUND$, at biologically relevant concentrations of 10(-6) M to 10(-8) M, upregulated both the p55 and @PROTEIN$ subunits of the IL-2R and enhanced 5- to 10-fold the susceptibility of T-cell leukemia cells to denileukin diftitox.X	1	15811959-2
In vitro studies demonstrated that the retinoid X receptor (RXR) retinoid, @COMPOUND$, at biologically relevant concentrations of 10(-6) M to 10(-8) M, upregulated both the p55 and p75 subunits of the @PROTEIN$ and enhanced 5- to 10-fold the susceptibility of T-cell leukemia cells to denileukin diftitox.X	1	15811959-2
@PROTEIN$ acts as a glutamate carboxypeptidase (GCPII) on small molecule substrates, including folate, the anticancer drug methotrexate, and the neuropeptide N-acetyl-l-aspartyl-l-glutamate.X	1	15837926-2
PSMA acts as a @PROTEIN$ (GCPII) on small molecule substrates, including folate, the anticancer drug methotrexate, and the neuropeptide N-acetyl-l-aspartyl-l-glutamate.X	1	15837926-2
PSMA acts as a glutamate carboxypeptidase (@PROTEIN$) on small molecule substrates, including folate, the anticancer drug methotrexate, and the neuropeptide N-acetyl-l-aspartyl-l-glutamate.X	1	15837926-2
@PROTEIN$ acts as a glutamate carboxypeptidase (GCPII) on small molecule substrates, including folate, the anticancer drug methotrexate, and the neuropeptide N-acetyl-l-aspartyl-l-glutamate	1	15837926-2
PSMA acts as a @PROTEIN$ (GCPII) on small molecule substrates, including folate, the anticancer drug methotrexate, and the neuropeptide N-acetyl-l-aspartyl-l-glutamate	1	15837926-2
PSMA acts as a glutamate carboxypeptidase (@PROTEIN$) on small molecule substrates, including folate, the anticancer drug methotrexate, and the neuropeptide N-acetyl-l-aspartyl-l-glutamate	1	15837926-2
@PROTEIN$ acts as a glutamate carboxypeptidase (GCPII) on small molecule substrates, including folate, the anticancer drug methotrexate, and the neuropeptide N-acetyl-l-a	1	15837926-2
PSMA acts as a @PROTEIN$ (GCPII) on small molecule substrates, including folate, the anticancer drug methotrexate, and the neuropeptide N-acetyl-l-a	1	15837926-2
Elucidation of the @PROTEIN$ structure combined with docking studies and a proposed catalytic mechanism provides insight into the recognition of inhibitors and the natural substrate N-acetyl-l-a	1	15837926-5
Some @PROTEIN$ antagonists have 5-HT4 agonist activity (for example, renzapride, zacopride) and others do not (for example, ondansetron, granisetron), while tropisetron in high concentrations is a 5-HT4 antagonist.	0	1600046-6
Some 5-HT3 antagonists have @PROTEIN$ agonist activity (for example, renzapride, zacopride) and others do not (for example, ondansetron, granisetron), while tropisetron in high concentrations is a 5-HT4 antagonist.	0	1600046-6
Some @PROTEIN$ antagonists have 5-HT4 agonist activity (for example, renzapride, zacopride) and others do not (for example, ondansetron, granisetron), while tropisetron in high concentrations is a 5-HT4 antagonist.	0	1600046-6
Some 5-HT3 antagonists have @PROTEIN$ agonist activity (for example, renzapride, zacopride) and others do not (for example, ondansetron, granisetron), while tropisetron in high concentrations is a 5-HT4 antagonist.	0	1600046-6
While the substituted @COMPOUND$ prokinetics (for example, metoclopramide, cisapride) also block @PROTEIN$ receptors in high concentrations, their prokinetic action is believed to be on the basis of their agonist effects on the putative 5-HT4 receptor.X	1	1600046-5
While the substituted benzamide prokinetics (for example, @COMPOUND$, cisapride) also block @PROTEIN$ receptors in high concentrations, their prokinetic action is believed to be on the basis of their agonist effects on the putative 5-HT4 receptor.X	1	1600046-5
While the substituted benzamide prokinetics (for example, metoclopramide, @COMPOUND$) also block @PROTEIN$ receptors in high concentrations, their prokinetic action is believed to be on the basis of their agonist effects on the putative 5-HT4 receptor.X	1	1600046-5
While the substituted @COMPOUND$ prokinetics (for example, metoclopramide, cisapride) also block 5-HT3 receptors in high concentrations, their prokinetic action is believed to be on the basis of their agonist effects on the putative @PROTEIN$ receptor.X	1	1600046-5
While the substituted benzamide prokinetics (for example, @COMPOUND$, cisapride) also block 5-HT3 receptors in high concentrations, their prokinetic action is believed to be on the basis of their agonist effects on the putative @PROTEIN$ receptor.X	1	1600046-5
While the substituted benzamide prokinetics (for example, metoclopramide, @COMPOUND$) also block 5-HT3 receptors in high concentrations, their prokinetic action is believed to be on the basis of their agonist effects on the putative @PROTEIN$ receptor.X	1	1600046-5
Some 5-HT3 antagonists have @PROTEIN$ agonist activity (for example, renzapride, zacopride) and others do not (for example, ondansetron, granisetron), while tropisetron in high concentrations is a 5-HT4 antagonist.X	1	1600046-6
Some 5-HT3 antagonists have @PROTEIN$ agonist activity (for example, renzapride, zacopride) and others do not (for example, ondansetron, granisetron), while tropisetron in high concentrations is a 5-HT4 antagonist.X	1	1600046-6
A number of selective @PROTEIN$ antagonists have been developed including ondansetron, granisetron, tropisetron renzapride and zacopride.X	1	1600046-4
Some @PROTEIN$ antagonists have 5-HT4 agonist activity (for example, renzapride, zacopride) and others do not (for example, ondansetron, granisetron), while tropisetron in high concentrations is a 5-HT4 antagonist.X	1	1600046-6
Some @PROTEIN$ antagonists have 5-HT4 agonist activity (for example, renzapride, zacopride) and others do not (for example, ondansetron, granisetron), while tropisetron in high concentrations is a 5-HT4 antagonist.X	1	1600046-6
Some 5-HT3 antagonists have 5-HT4 agonist activity (for example, renzapride, zacopride) and others do not (for example, ondansetron, granisetron), while @COMPOUND$ in high concentrations is a @PROTEIN$ antagonist.X	1	1600046-6
A number of selective @PROTEIN$ antagonists have been developed including ondansetron, granisetron, tropisetron renzapride and zacopride.	1	1600046-4
A number of selective @PROTEIN$ antagonists have been developed including ondansetron, granisetron, tropisetron renzapride and zacopride.	1	1600046-4
A number of selective @PROTEIN$ antagonists have been developed including ondansetron, granisetron, tropisetron renzapride and zacopride.	1	1600046-4
A number of selective @PROTEIN$ antagonists have been developed including ondansetron, granisetron, tropisetron renzapride and zacopride.X	1	1600046-4
We present our studies to demonstrate that HM74A, but not @PROTEIN$, binds niacin at high affinities and effectively mediates Gi signaling events in human embryonic kidney HEK293 cells as well as in 3T3L1 adipocytes expressing HM74A.X	0	16018973-2
Furthermore, HM74A, but not @PROTEIN$, expressed in differentiated 3T3L1 adipocytes effectively mediated inhibition of lipolysis by niacin.X	0	16018973-3
Our results provided direct evidence indicating that HM74A, but not @PROTEIN$, was sufficient to mediate anti-lipolytic effect of niacin in adipose tissue.	0	16018973-4
We present our studies to demonstrate that HM74A, but not HM74, binds @COMPOUND$ at high affinities and effectively mediates @PROTEIN$ signaling events in human embryonic kidney HEK293 cells as well as in 3T3L1 adipocytes expressing HM74A.X	1	16018973-2
On the other hand, the @PROTEIN$ (fumarase) gene disrupted mutant produced significantly higher levels of fumarate but did not form malate at all.X	0	16232421-4
On the other hand, the FUM1 (@PROTEIN$) gene disrupted mutant produced significantly higher levels of fumarate but did not form malate at all.X	0	16232421-4
When cultured in YPD medium containing 15% glucose under aerobic conditions, the @PROTEIN$ (alpha-ketoglutarate dehydrogenase) gene disrupted mutant produced a lower level of succinate than the wild-type strain, while the SDH1 (succinate dehydrogenase) gene-disrupted mutant produced an increased level of succinate.X	1	16232421-3
When cultured in YPD medium containing 15% glucose under aerobic conditions, the KGD1 (@PROTEIN$) gene disrupted mutant produced a lower level of succinate than the wild-type strain, while the SDH1 (succinate dehydrogenase) gene-disrupted mutant produced an increased level of succinate.X	1	16232421-3
When cultured in YPD medium containing 15% glucose under aerobic conditions, the KGD1 (alpha-ketoglutarate dehydrogenase) gene disrupted mutant produced a lower level of succinate than the wild-type strain, while the @PROTEIN$ (succinate dehydrogenase) gene-disrupted mutant produced an increased level of succinate.X	1	16232421-3
When cultured in YPD medium containing 15% glucose under aerobic conditions, the KGD1 (alpha-ketoglutarate dehydrogenase) gene disrupted mutant produced a lower level of succinate than the wild-type strain, while the SDH1 (@PROTEIN$) gene-disrupted mutant produced an increased level of succinate.X	1	16232421-3
On the other hand, the @PROTEIN$ (fumarase) gene disrupted mutant produced significantly higher levels of fumarate but did not form malate at all.X	1	16232421-4
On the other hand, the FUM1 (@PROTEIN$) gene disrupted mutant produced significantly higher levels of fumarate but did not form malate at all.X	1	16232421-4
When the growth condition was shifted from aerobic to anaerobic, the increased level of @COMPOUND$ in @PROTEIN$ disruptants was no longer observed, whereas the decreased level of succinate in the KGD1 diruptant was still observed.X	1	16232421-6
When the growth condition was shifted from aerobic to anaerobic, the increased level of succinate in SDH1 disruptants was no longer observed, whereas the decreased level of @COMPOUND$ in the @PROTEIN$ diruptant was still observed.X	1	16232421-6
A double mutant of the two @PROTEIN$ isozyme genes (OSM1 and FRDS) showed a succinate productivity of 50% as compared to the parent when cells were incubated in glucose-buffered solution.X	1	16232421-7
A double mutant of the two fumarate reductase isozyme genes (@PROTEIN$ and FRDS) showed a succinate productivity of 50% as compared to the parent when cells were incubated in glucose-buffered solution.X	1	16232421-7
A double mutant of the two fumarate reductase isozyme genes (OSM1 and @PROTEIN$) showed a succinate productivity of 50% as compared to the parent when cells were incubated in glucose-buffered solution.X	1	16232421-7
However, plasma high-density lipoprotein-cholesterol (HDL-C) and HDL-C/total-C ratio levels and plasma @PROTEIN$ activity were only significantly higher in vitamin E group after 8 weeks.X	1	16292755-4
Hepatic ACAT activity was significantly lower in both vitamin E and probucol groups than in HC-control group, while @PROTEIN$ activity was the highest only in the probucol group.X	1	16292755-5
However, plasma @PROTEIN$-cholesterol (HDL-C) and HDL-C/total-C ratio levels and plasma paraoxonase activity were only significantly higher in vitamin E group after 8 weeks.X	1	16292755-4
However, plasma high-density lipoprotein-cholesterol (@PROTEIN$-C) and HDL-C/total-C ratio levels and plasma paraoxonase activity were only significantly higher in vitamin E group after 8 weeks.X	1	16292755-4
However, plasma high-density lipoprotein-cholesterol (HDL-C) and @PROTEIN$-C/total-C ratio levels and plasma paraoxonase activity were only significantly higher in vitamin E group after 8 weeks.X	1	16292755-4
@COMPOUND$ and probucol significantly suppressed an increase in plasma total-cholesterol (total-C) and @PROTEIN$ cholesterol compared to HC-control group.X	1	16292755-3
Vitamin E and @COMPOUND$ significantly suppressed an increase in plasma total-cholesterol (total-C) and @PROTEIN$ cholesterol compared to HC-control group.X	1	16292755-3
Hepatic mRNA expressions of @PROTEIN$ and apo C-III were significantly lower in probucol group than in other groups.X	1	16292755-8
Hepatic mRNA expressions of apo B-100 and @PROTEIN$ were significantly lower in probucol group than in other groups.X	1	16292755-8
Vitamin E supplementation was found to alter the plasma HDL-C-related factors; meanwhile, @COMPOUND$ supplementation was very effective in enhancing cholesterol metabolism, except for a negative effect that reduced plasma @PROTEIN$-C concentration.	1	16292755-9
Hepatic @PROTEIN$ activity was significantly lower in both vitamin E and probucol groups than in HC-control group, while HMG-CoA reductase activity was the highest only in the probucol group.X	1	16292755-5
Hepatic @PROTEIN$ activity was significantly lower in both vitamin E and probucol groups than in HC-control group, while HMG-CoA reductase activity was the highest only in the probucol group.X	1	16292755-5
However, as with the human receptor, @COMPOUND$ was shown to be a high affinity, potent functional antagonist of @PROTEIN$ thereby indicating that the macaque should be a suitable species in which to evaluate the pharmacology, safety and potential mechanism-related toxicology of novel CCR5 antagonists.	1	16298345-7
However, as with the human receptor, @COMPOUND$ was shown to be a high affinity, potent functional antagonist of macaque CCR5 thereby indicating that the macaque should be a suitable species in which to evaluate the pharmacology, safety and potential mechanism-related toxicology of novel @PROTEIN$ antagonists.	1	16298345-7
The aim of this study was to determine if macaque represents a suitable species for the pre-clinical evaluation of novel @PROTEIN$ antagonists, such as maraviroc (UK-427,857).X	1	16298345-1
The aim of this study was to determine if macaque represents a suitable species for the pre-clinical evaluation of novel @PROTEIN$ antagonists, such as maraviroc (UK-427,857).X	1	16298345-1
@COMPOUND$ inhibited binding of [125I]-MIP-1beta to CCR5 from macaque and human with similar potency (IC50 = 17.50 +/- 1.24 nM and 7.18 +/- 0.93 nM, respectively) and antagonised MIP-1beta induced intracellular calcium release mediated through @PROTEIN$ from macaque and human with similar potency (IC50 = 17.50 +/- 3.30 nM and 12.07 +/- 1.89, respectively).X	1	16298345-5
Hence, re-expression of the p75NTR appears to partially reverse de-differentiation of prostate cancer cells by up-regulating the expression of @PROTEIN$ for localized sequestration of retinoids that are available to newly up-regulated RAR-beta, RXR-alpha, and RXR-beta.	1	16316409-12
Its special profile of actions, especially the rise in @PROTEIN$-cholesterol levels induced by nicotinic acid, is unique among the currently available pharmacological tools to treat lipid disorde	1	16322797-2
Although chronic @COMPOUND$ produces similar effects on brain arachidonic acid and docosahexaenoic acid turnover, it does not alter @PROTEIN$ activity, suggesting that it targets a different enzyme in the turnover pathway.X	0	16344985-2
Furthermore, @PROTEIN$ did not produce valproyl-CoA	0	16344985-6
RATIONALE: Several drugs used to treat bipolar disorder (@COMPOUND$ and carbamazepine), when administered chronically to rats, reduce the turnover of arachidonic acid, but not docosahexaenoic acid, in brain phospholipids by decreasing the activity of an arachidonic acid-selective @PROTEIN$.X	1	16344985-1
MATERIALS AND METHODS/RESULTS: By isolating rat brain microsomal long-chain fatty acyl-CoA synthetases (Acsl), we show in vitro that @COMPOUND$ is a non-competitive inhibitor of @PROTEIN$, as it reduces the maximal velocity of the reaction without changing the affinity of the substrate for the enzyme.X	1	16344985-3
RATIONALE: Several drugs used to treat bipolar disorder (lithium and @COMPOUND$), when administered chronically to rats, reduce the turnover of arachidonic acid, but not docosahexaenoic acid, in brain phospholipids by decreasing the activity of an arachidonic acid-selective @PROTEIN$.X	1	16344985-1
@COMPOUND$ selectively inhibits conversion of arachidonic acid to arachidonoyl-CoA by @PROTEIN$: relevance to bipolar disorder.	1	16344985-0
CONCLUSIONS: This study shows that @COMPOUND$ acts as a non-competitive inhibitor of @PROTEIN$, and that inhibition is substrate-selective.X	1	16344985-7
Valproic acid selectively inhibits conversion of arachidonic acid to @COMPOUND$ by @PROTEIN$: relevance to bipolar disorder.	1	16344985-0
Valproic acid selectively inhibits conversion of @COMPOUND$ to arachidonoyl-CoA by @PROTEIN$: relevance to bipolar disorder.	1	16344985-0
On the other hand, holocarboxylase synthetase (@PROTEIN$) mRNA levels were markedly low in the deficient animals, and increased upon biotin injection.X	1	16359899-6
On the other hand, @PROTEIN$ (HCS) mRNA levels were markedly low in the deficient animals, and increased upon biotin injection.X	1	16359899-6
Furthermore, PS liposome-induced PGE2 production was significantly suppressed by @COMPOUND$, a preferential @PROTEIN$ inhibitor, but not by NS-398, a selective COX-2 inhibitor.X	1	16371234-9
Furthermore, PS liposome-induced PGE2 production was significantly suppressed by indomethacin, a preferential COX-1 inhibitor, but not by @COMPOUND$, a selective @PROTEIN$ inhibitor.X	1	16371234-9
Involvement of @PROTEIN$ and up-regulated prostaglandin E synthases in phosphatidylserine liposome-induced @COMPOUND$ production by microglia.	1	16371234-0
Involvement of COX-1 and up-regulated @PROTEIN$ in phosphatidylserine liposome-induced @COMPOUND$ production by microglia.	1	16371234-0
These observations strongly suggest that the up-regulation of terminal @PROTEIN$ that are preferentially coupled with COX-1, especially mPGES-2, plays the pivotal role in PS liposome-induced PGE2 production by microglia.X	1	16371234-11
These observations strongly suggest that the up-regulation of terminal PGESs that are preferentially coupled with @PROTEIN$, especially mPGES-2, plays the pivotal role in PS liposome-induced PGE2 production by microglia.X	1	16371234-11
These observations strongly suggest that the up-regulation of terminal PGESs that are preferentially coupled with COX-1, especially @PROTEIN$, plays the pivotal role in PS liposome-induced PGE2 production by microglia.X	1	16371234-11
Significant advances in the treatment of clear-cell RCC have been derived from agents that target these pathways, including the multiple-@PROTEIN$ inhibitors (MKIs) sorafenib, sunitinib, and AG013736, which target multiple VEGFRs as well as PDGFR-beta.X	1	16425993-2
Significant advances in the treatment of clear-cell RCC have been derived from agents that target these pathways, including the multiple-kinase inhibitors (MKIs) @COMPOUND$, sunitinib, and AG013736, which target multiple @PROTEIN$ as well as PDGFR-beta.X	1	16425993-2
Significant advances in the treatment of clear-cell RCC have been derived from agents that target these pathways, including the multiple-kinase inhibitors (MKIs) @COMPOUND$, sunitinib, and AG013736, which target multiple VEGFRs as well as @PROTEIN$.X	1	16425993-2
Significant advances in the treatment of clear-cell RCC have been derived from agents that target these pathways, including the multiple-@PROTEIN$ inhibitors (MKIs) sorafenib, sunitinib, and AG013736, which target multiple VEGFRs as well as PDGFR-beta.X	1	16425993-2
Significant advances in the treatment of clear-cell RCC have been derived from agents that target these pathways, including the multiple-kinase inhibitors (MKIs) sorafenib, @COMPOUND$, and AG013736, which target multiple @PROTEIN$ as well as PDGFR-beta.X	1	16425993-2
Significant advances in the treatment of clear-cell RCC have been derived from agents that target these pathways, including the multiple-kinase inhibitors (MKIs) sorafenib, @COMPOUND$, and AG013736, which target multiple VEGFRs as well as @PROTEIN$.X	1	16425993-2
Significant advances in the treatment of clear-cell RCC have been derived from agents that target these pathways, including the multiple-@PROTEIN$ inhibitors (MKIs) sorafenib, sunitinib, and AG013736, which target multiple VEGFRs as well as PDGFR-beta.X	1	16425993-2
Significant advances in the treatment of clear-cell RCC have been derived from agents that target these pathways, including the multiple-kinase inhibitors (MKIs) sorafenib, sunitinib, and @COMPOUND$, which target multiple @PROTEIN$ as well as PDGFR-beta.X	1	16425993-2
Significant advances in the treatment of clear-cell RCC have been derived from agents that target these pathways, including the multiple-kinase inhibitors (MKIs) sorafenib, sunitinib, and @COMPOUND$, which target multiple VEGFRs as well as @PROTEIN$.X	1	16425993-2
@COMPOUND$ has the added advantage of inhibiting multiple different @PROTEIN$ isoforms, which enables it to target TGF-alpha/EGFR signaling and may also enhance its inhibition of VEGFR and PDGFR-beta.X	1	16425993-3
@COMPOUND$ has the added advantage of inhibiting multiple different Raf isoforms, which enables it to target @PROTEIN$/EGFR signaling and may also enhance its inhibition of VEGFR and PDGFR-beta.X	1	16425993-3
@COMPOUND$ has the added advantage of inhibiting multiple different Raf isoforms, which enables it to target TGF-alpha/@PROTEIN$ signaling and may also enhance its inhibition of VEGFR and PDGFR-beta.X	1	16425993-3
@COMPOUND$ has the added advantage of inhibiting multiple different Raf isoforms, which enables it to target TGF-alpha/EGFR signaling and may also enhance its inhibition of @PROTEIN$ and PDGFR-beta.X	1	16425993-3
@COMPOUND$ has the added advantage of inhibiting multiple different Raf isoforms, which enables it to target TGF-alpha/EGFR signaling and may also enhance its inhibition of VEGFR and @PROTEIN$.X	1	16425993-3
Low @PROTEIN$ expression levels, cytoplasmic expression pattern and C SNP arose as variables associated to longer progression-free survival (PFS) in patients treated with 5FU.X	1	16596248-7
Our conclusion is that chronic @COMPOUND$ treatment preferentially reduces @PROTEIN$ binding activity.X	1	1665782-9
Therefore, in the present studies, animals were rendered tolerant to the @PROTEIN$-selective agonist [D-Pen2,D-Pen5]enkephalin (DPDPE), and receptor binding activities were measured.X	1	1665782-3
Therefore, in the present studies, animals were rendered tolerant to the @PROTEIN$-selective agonist [D-Pen2,D-Pen5]enkephalin (DPDPE), and receptor binding activities 	1	1665782-3
By contrast, neither amoxapine nor @COMPOUND$ can be considered as possible ligands of @PROTEIN$ and 5-HT1B receptors because their affinities for these sites are in the micromolar range (or even worse).X	0	1666997-3
By contrast, neither amoxapine nor @COMPOUND$ can be considered as possible ligands of 5-HT1A and @PROTEIN$ receptors because their affinities for these sites are in the micromolar range (or even worse).X	0	1666997-3
), whereas @COMPOUND$ is essentially inactive on @PROTEIN$ receptors.X	0	1666997-6
By contrast, neither @COMPOUND$ nor amitriptyline can be considered as possible ligands of @PROTEIN$ and 5-HT1B receptors because their affinities for these sites are in the micromolar range (or even worse).X	0	1666997-3
By contrast, neither @COMPOUND$ nor amitriptyline can be considered as possible ligands of 5-HT1A and @PROTEIN$ receptors because their affinities for these sites are in the micromolar range (or even worse).X	0	1666997-3
Complementary experiments using the 5-HT3-dependent Bezold-Jarisch reflex confirmed that @COMPOUND$ really acts in vivo as a @PROTEIN$ antagonist (IC50 = 50 micrograms/kg i.v.X	1	1666997-5
Competitive radioligand binding assays were performed using cells expressing either the @PROTEIN$ (hSERT) or norepinephrine (NE) transporter (hNET) with K(i) values for DVS of 40.2 +/- 1.6 and 558.4 +/- 121.6 nM, respectively.X	1	16675639-3
Competitive radioligand binding assays were performed using cells expressing either the human serotonin (5-HT) transporter (@PROTEIN$) or norepinephrine (NE) transporter (hNET) with K(i) values for DVS of 40.2 +/- 1.6 and 558.4 +/- 121.6 nM, respectively.X	1	16675639-3
Competitive radioligand binding assays were performed using cells expressing either the human serotonin (5-HT) transporter (hSERT) or @PROTEIN$ (hNET) with K(i) values for DVS of 40.2 +/- 1.6 and 558.4 +/- 121.6 nM, respectively.X	1	16675639-3
Competitive radioligand binding assays were performed using cells expressing either the human serotonin (5-HT) transporter (hSERT) or norepinephrine (NE) transporter (@PROTEIN$) with K(i) values for DVS of 40.2 +/- 1.6 and 558.4 +/- 121.6 nM, respectively.X	1	16675639-3
To mimic chronic selective serotonin reuptake inhibitor treatment and to block the inhibitory 5-HT(1A) autoreceptors, a @PROTEIN$ antagonist, N-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-N-2-pyridinylcyclo hexanecarboxamide mal	1	16675639-9
To mimic chronic selective serotonin reuptake inhibitor treatment and to block the inhibitory 5-HT(1A) autoreceptors, a @PROTEIN$ antagonist, N-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-N-2-pyridinylcyclo hexanecarboxamide maleate salt (WAY-100635) (0.3 mg/kg s.c.), was administered with DVS (30 mg/kg orally).X	1	16675639-9
Inhibition of @COMPOUND$ or [3H]NE uptake by DVS for the @PROTEIN$ or hNET produced IC50 values of 47.3 +/- 19.4 and 531.3 +/- 113.0 nM, respectively.X	1	16675639-5
Inhibition of [3H]5-HT or @COMPOUND$ uptake by DVS for the hSERT or @PROTEIN$ produced IC50 values of 47.3 +/- 19.4 and 531.3 +/- 113.0 nM, respectively.X	1	16675639-5
Further, @COMPOUND$ metabolites, predominantly the oxysterols, the natural ligands for liver X receptor (LXR), induced these genes via upregulation of @PROTEIN$ (SREBP-1c) that bound to the regulatory regions of these genes.X	1	16763553-5
Further, @COMPOUND$ metabolites, predominantly the oxysterols, the natural ligands for liver X receptor (LXR), induced these genes via upregulation of sterol regulatory element binding protein-1c (@PROTEIN$) that bound to the regulatory regions of these genes.X	1	16763553-5
Further, cholesterol metabolites, predominantly the @COMPOUND$, the natural ligands for liver X receptor (LXR), induced these genes via upregulation of @PROTEIN$ (SREBP-1c) that bound to the regulatory regions of these genes.X	1	16763553-5
Further, cholesterol metabolites, predominantly the @COMPOUND$, the natural ligands for liver X receptor (LXR), induced these genes via upregulation of sterol regulatory element binding protein-1c (@PROTEIN$) that bound to the regulatory regions of these genes.X	1	16763553-5
The tissue RA level is maintained through a cascade of metabolic reactions where @PROTEIN$ (RALDHs) catalyze the terminal reaction of RA biosynthesis from retinal, a rate-limiting step.X	1	16763553-2
The tissue RA level is maintained through a cascade of metabolic reactions where retinal dehydrogenases (@PROTEIN$) catalyze the terminal reaction of RA biosynthesis from retinal, a rate-limiting step.X	1	16763553-2
The tissue RA level is maintained through a cascade of metabolic reactions where @PROTEIN$ (RALDHs) catalyze the terminal reaction of RA biosynthesis from retinal, a rate-limiting step.X	1	16763553-2
The tissue RA level is maintained through a cascade of metabolic reactions where retinal dehydrogenases (@PROTEIN$) catalyze the terminal reaction of RA biosynthesis from retinal, a rate-limiting step.X	1	16763553-2
Hypermethlyation of @PROTEIN$ can be induced by treating mice with methionine, and these mice display brain and behavioral abnormalities similar to +/rl.X	1	16769115-6
Thus, severe LV dysfunction and accompanying abnormal myocardial bioenergetic phenotype were prevented by the @PROTEIN$ antagonist olmesartan 	1	16775509-12
Functional and bioenergetic consequences of @PROTEIN$ antagonist @COMPOUND$ in hearts with postinfarction LV remodeling.	1	16775509-0
CONCLUSIONS: @COMPOUND$ inhibits RET-mediated MTC cell growth affecting @PROTEIN$ protein levels in vitro in a dose-dependent manner.X	1	16782438-11
RESULTS: @COMPOUND$ inhibited @PROTEIN$ Y1062 phosphorylation in a dose-dependent manner after 1.5 hours of exposure.X	1	16782438-6
RESULTS: @COMPOUND$ inhibited RET @PROTEIN$ phosphorylation in a dose-dependent manner after 1.5 hours of exposure.X	1	16782438-6
CONCLUSIONS: @COMPOUND$ inhibits @PROTEIN$-mediated MTC cell growth affecting RET protein levels in vitro in a dose-dependent manner.X	1	16782438-11
The concentration of @COMPOUND$ necessary to inhibit @PROTEIN$ in vitro, however, makes it impossible to conclude that imatinib monotherapy will be a good option for systemic therapy of MTC.	1	16782438-12
We evaluated @COMPOUND$, a @PROTEIN$ inhibitor currently used to treat chronic myelogenous leukemia and gastrointestinal stromal tumors, as a potential drug for systemic treatment of MTC, in 2 MTC-derived cell lines expressing multiple endocrine neoplasia-associated mutant RET receptors.X	1	16782438-3
In eukaryotes, the most prominent Mo-enzymes are (1) @PROTEIN$, which catalyzes the final step in the degradation of sulfur-containing amino acids and is involved in detoxifying excess sulfite, (2) xanthine dehydrogenase, which is involved in purine catabolism and reactive oxygen production, (3) aldehyde oxidase, which oxidizes a variety of aldehydes and is essential for the biosynthesis of the phytohormone abscisic acid, and in autotrophic organisms also (4) nitrate reductase, which catalyzes the key step in inorganic nitrogen assimilation.X	1	16784786-4
Among them, @COMPOUND$ (Am80) is an RARalpha- and RARbeta-specific (but @PROTEIN$- and RXRs-nonbinding) synthetic retinoid that is effective in the treatment of psoriasis patients and relapsed APL.X	0	16819260-5
Among them, @COMPOUND$ (Am80) is an RARalpha- and RARbeta-specific (but RARgamma- and @PROTEIN$-nonbinding) synthetic retinoid that is effective in the treatment of psoriasis patients and relapsed APL.X	0	16819260-5
Among them, tamibarotene (@COMPOUND$) is an RARalpha- and RARbeta-specific (but @PROTEIN$- and RXRs-nonbinding) synthetic retinoid that is effective in the treatment of psoriasis patients and relapsed APL.X	0	16819260-5
Among them, tamibarotene (@COMPOUND$) is an RARalpha- and RARbeta-specific (but RARgamma- and @PROTEIN$-nonbinding) synthetic retinoid that is effective in the treatment of psoriasis patients and relapsed APL.X	0	16819260-5
Among them, tamibarotene (Am80) is an RARalpha- and RARbeta-specific (but @PROTEIN$- and RXRs-nonbinding) synthetic retinoid that is effective in the treatment of psoriasis patients and relapsed APL.X	0	16819260-5
Among them, tamibarotene (Am80) is an RARalpha- and RARbeta-specific (but RARgamma- and @PROTEIN$-nonbinding) synthetic retinoid that is effective in the treatment of psoriasis patients and relapsed APL.X	0	16819260-5
@COMPOUND$ is a collective term for compounds which bind to and activate retinoic acid receptors (RARalpha, beta, gamma and RXRalpha, beta, gamma), members of @PROTEIN$ superfamily.X	1	16819260-1
@COMPOUND$ is a collective term for compounds which bind to and activate @PROTEIN$ (RARalpha, beta, gamma and RXRalpha, beta, gamma), members of nuclear hormone receptor superfamily.X	1	16819260-1
@COMPOUND$ abolished these anti-@PROTEIN$ mAb-induced increases in lymphocytic cholinergic activity in a manner independent of its cholesterol-lowering activity.X	1	16828882-6
The cholesterol-lowering drug @COMPOUND$ inhibits @PROTEIN$ signaling by binding to an allosteric site on CD11a (LFA-1 alpha chain), which leads to immunomodulation.X	1	16828882-3
@COMPOUND$, popularly known for its cooling effect, activates @PROTEIN$--a cold-activated thermoTRP ion channel.X	1	16829128-2
@COMPOUND$, popularly known for its cooling effect, activates TRPM8--a cold-activated @PROTEIN$.X	1	16829128-2
